Contact_pair,HiChip1,HiChip2,Contact_group_HiChip
chr2_84830000to84840000andchr2_84840000to84850000,2.5,2.0,2TnG
chr6_48700000to48710000andchr6_48720000to48730000,2.5,5.0,2TnG
chr2_172390000to172400000andchr2_172440000to172450000,2.5,1.5,2TnG
chr15_80740000to80750000andchr15_80790000to80800000,2.5,1.5,2TnG
chr1_160020000to160030000andchr1_160040000to160050000,2.5,3.0,2TnG
chr6_48680000to48690000andchr6_48720000to48730000,2.5,2.5,2TnG
chr16_23220000to23230000andchr16_23280000to23290000,2.5,0.0,2TnG
chr16_43660000to43670000andchr16_43690000to43700000,2.5,3.0,2TnG
chr16_45150000to45160000andchr16_45220000to45230000,2.5,0.0,2TnG
chr6_54760000to54770000andchr6_54840000to54850000,2.5,1.5,2TnG
chr2_165980000to165990000andchr2_166030000to166040000,2.5,2.0,2TnG
chr11_54950000to54960000andchr11_55130000to55140000,2.5,0.0,2TnG
chr11_87400000to87410000andchr11_87420000to87430000,2.5,2.0,2TnG
chr16_19950000to19960000andchr16_19980000to19990000,2.5,0.0,2TnG
chr11_46270000to46280000andchr11_46300000to46310000,2.5,3.0,2TnG
chr6_31120000to31130000andchr6_31150000to31160000,2.5,2.5,2TnG
chr15_80790000to80800000andchr15_80800000to80810000,2.5,7.5,2TnG
chr6_31110000to31120000andchr6_31120000to31130000,2.5,3.0,2TnG
chr6_65640000to65650000andchr6_65660000to65670000,2.5,0.0,2TnG
chr11_45790000to45800000andchr11_45850000to45860000,2.5,0.0,2TnG
chr11_45790000to45800000andchr11_45870000to45880000,2.5,2.0,2TnG
chr6_31110000to31120000andchr6_31150000to31160000,2.5,0.0,2TnG
chr17_73160000to73170000andchr17_73170000to73180000,2.5,1.5,2TnG
chr11_46270000to46280000andchr11_46420000to46430000,2.5,1.5,2TnG
chr6_31110000to31120000andchr6_31180000to31190000,2.5,2.5,2TnG
chr6_31110000to31120000andchr6_31190000to31200000,2.5,0.0,2TnG
chr11_51960000to51970000andchr11_52000000to52010000,2.5,0.0,2TnG
chr16_75890000to75900000andchr16_75900000to75910000,2.0,1.5,2TnG
chr9_32940000to32950000andchr9_32960000to32970000,2.0,2.5,2TnG
chr10_13990000to14000000andchr10_14080000to14090000,2.0,2.0,2TnG
chr16_76330000to76340000andchr16_76350000to76360000,2.0,1.5,2TnG
chr9_54580000to54590000andchr9_54610000to54620000,2.0,0.0,2TnG
chr19_11370000to11380000andchr19_11490000to11500000,2.0,2.0,2TnG
chr10_13990000to14000000andchr10_14050000to14060000,2.0,3.0,2TnG
chr10_14040000to14050000andchr10_14080000to14090000,2.0,1.5,2TnG
chr16_84580000to84590000andchr16_84700000to84710000,2.0,2.5,2TnG
chr14_27340000to27350000andchr14_27400000to27410000,2.0,3.0,2TnG
chr19_59920000to59930000andchr19_59940000to59950000,2.0,1.5,2TnG
chrX_20660000to20670000andchrX_20680000to20690000,2.0,2.0,2TnG
chr10_14040000to14050000andchr10_14110000to14120000,2.0,0.0,2TnG
chr14_54360000to54370000andchr14_54390000to54400000,2.0,1.5,2TnG
chr9_116170000to116180000andchr9_116330000to116340000,2.0,0.0,2TnG
chr9_33030000to33040000andchr9_33060000to33070000,2.0,2.5,2TnG
chr9_114410000to114420000andchr9_114450000to114460000,2.0,0.0,2TnG
chr19_41320000to41330000andchr19_41350000to41360000,2.0,0.0,2TnG
chr15_76270000to76280000andchr15_76280000to76290000,2.0,0.0,2TnG
chr15_66780000to66790000andchr15_66860000to66870000,2.0,2.5,2TnG
chr9_88240000to88250000andchr9_88320000to88330000,2.0,0.0,2TnG
chr9_88240000to88250000andchr9_88350000to88360000,2.0,0.0,2TnG
chr9_96370000to96380000andchr9_96390000to96400000,2.0,1.5,2TnG
chr19_31210000to31220000andchr19_31330000to31340000,2.0,0.0,2TnG
chr15_64270000to64280000andchr15_64310000to64320000,2.0,0.0,2TnG
chr13_85500000to85510000andchr13_85510000to85520000,2.0,2.5,2TnG
chr9_101060000to101070000andchr9_101070000to101080000,2.0,1.5,2TnG
chr16_23170000to23180000andchr16_23220000to23230000,2.0,3.0,2TnG
chr14_60730000to60740000andchr14_60770000to60780000,2.0,0.0,2TnG
chr9_114410000to114420000andchr9_114480000to114490000,2.0,3.0,2TnG
chr19_11490000to11500000andchr19_11510000to11520000,2.0,2.5,2TnG
chr15_6570000to6580000andchr15_6590000to6600000,2.0,0.0,2TnG
chr14_122000000to122010000andchr14_122050000to122060000,2.0,2.0,2TnG
chr9_44530000to44540000andchr9_44580000to44590000,2.0,0.0,2TnG
chr19_11430000to11440000andchr19_11480000to11490000,2.0,2.5,2TnG
chr9_116110000to116120000andchr9_116210000to116220000,2.0,0.0,2TnG
chr14_73320000to73330000andchr14_73380000to73390000,2.0,0.0,2TnG
chr10_13960000to13970000andchr10_14050000to14060000,2.0,3.5,2TnG
chr14_66190000to66200000andchr14_66230000to66240000,2.0,3.0,2TnG
chr15_58140000to58150000andchr15_58160000to58170000,2.0,0.0,2TnG
chr11_11670000to11680000andchr11_11690000to11700000,2.0,0.0,2TnG
chr13_73710000to73720000andchr13_73730000to73740000,2.0,0.0,2TnG
chr19_11350000to11360000andchr19_11360000to11370000,2.0,3.0,2TnG
chr17_72900000to72910000andchr17_72910000to72920000,2.0,3.5,2TnG
chr10_93150000to93160000andchr10_93160000to93170000,2.0,1.5,2TnG
chr10_93160000to93170000andchr10_93300000to93310000,2.0,0.0,2TnG
chr11_117070000to117080000andchr11_117090000to117100000,2.0,2.5,2TnG
chr11_106670000to106680000andchr11_106750000to106760000,2.0,0.0,2TnG
chr11_106660000to106670000andchr11_106670000to106680000,2.0,2.5,2TnG
chr19_7290000to7300000andchr19_7300000to7310000,2.0,0.0,2TnG
chr10_96370000to96380000andchr10_96610000to96620000,2.0,2.5,2TnG
chr11_104360000to104370000andchr11_104380000to104390000,2.0,2.5,2TnG
chr10_96390000to96400000andchr10_96400000to96410000,2.0,2.5,2TnG
chr11_100840000to100850000andchr11_100930000to100940000,2.0,0.0,2TnG
chr10_96410000to96420000andchr10_96610000to96620000,2.0,0.0,2TnG
chr19_4110000to4120000andchr19_4180000to4190000,2.0,2.5,2TnG
chr10_96580000to96590000andchr10_96620000to96630000,2.0,2.0,2TnG
chr17_72910000to72920000andchr17_73170000to73180000,2.0,1.5,2TnG
chr17_72930000to72940000andchr17_73030000to73040000,2.0,0.0,2TnG
chr17_72930000to72940000andchr17_73160000to73170000,2.0,1.5,2TnG
chr10_96600000to96610000andchr10_96620000to96630000,2.0,0.0,2TnG
chr17_72940000to72950000andchr17_73030000to73040000,2.0,0.0,2TnG
chr11_69680000to69690000andchr11_69920000to69930000,2.0,0.0,2TnG
chr17_84110000to84120000andchr17_84140000to84150000,2.0,0.0,2TnG
chr10_116560000to116570000andchr10_116580000to116590000,2.0,1.5,2TnG
chr16_49790000to49800000andchr16_49810000to49820000,2.0,2.5,2TnG
chr11_54950000to54960000andchr11_55020000to55030000,2.0,2.0,2TnG
chr18_62170000to62180000andchr18_62180000to62190000,2.0,0.0,2TnG
chr11_54700000to54710000andchr11_54800000to54810000,2.0,1.5,2TnG
chr11_54520000to54530000andchr11_55020000to55030000,2.0,0.0,2TnG
chr11_51800000to51810000andchr11_51960000to51970000,2.0,1.5,2TnG
chr18_34780000to34790000andchr18_34930000to34940000,2.0,3.0,2TnG
chr11_118140000to118150000andchr11_118230000to118240000,2.0,2.5,2TnG
chr17_71480000to71490000andchr17_71490000to71500000,2.0,2.5,2TnG
chr13_55430000to55440000andchr13_55510000to55520000,2.0,2.0,2TnG
chr11_118150000to118160000andchr11_118220000to118230000,2.0,1.5,2TnG
chr13_43260000to43270000andchr13_43310000to43320000,2.0,0.0,2TnG
chr13_41940000to41950000andchr13_42040000to42050000,2.0,0.0,2TnG
chr10_19100000to19110000andchr10_19160000to19170000,2.0,0.0,2TnG
chr19_11360000to11370000andchr19_11480000to11490000,2.0,3.5,2TnG
chr10_19100000to19110000andchr10_19170000to19180000,2.0,0.0,2TnG
chr13_30030000to30040000andchr13_30080000to30090000,2.0,0.0,2TnG
chr10_19180000to19190000andchr10_19570000to19580000,2.0,1.5,2TnG
chr16_94520000to94530000andchr16_94560000to94570000,2.0,2.0,2TnG
chr11_11690000to11700000andchr11_11720000to11730000,2.0,2.5,2TnG
chr10_19500000to19510000andchr10_19570000to19580000,2.0,0.0,2TnG
chr13_5800000to5810000andchr13_5840000to5850000,2.0,0.0,2TnG
chr12_107120000to107130000andchr12_107180000to107190000,2.0,0.0,2TnG
chr10_42860000to42870000andchr10_42880000to42890000,2.0,2.0,2TnG
chr19_11350000to11360000andchr19_11480000to11490000,2.0,0.0,2TnG
chr17_7870000to7880000andchr17_7920000to7930000,2.0,2.5,2TnG
chr12_86800000to86810000andchr12_86890000to86900000,2.0,1.5,2TnG
chr19_11350000to11360000andchr19_11430000to11440000,2.0,2.0,2TnG
chr10_68100000to68110000andchr10_68140000to68150000,2.0,0.0,2TnG
chr17_31220000to31230000andchr17_31510000to31520000,2.0,0.0,2TnG
chr10_68190000to68200000andchr10_68230000to68240000,2.0,1.5,2TnG
chr10_68190000to68200000andchr10_68240000to68250000,2.0,1.5,2TnG
chr12_85340000to85350000andchr12_85370000to85380000,2.0,0.0,2TnG
chr17_35260000to35270000andchr17_35300000to35310000,2.0,0.0,2TnG
chr12_84190000to84200000andchr12_84220000to84230000,2.0,1.5,2TnG
chr10_68230000to68240000andchr10_68240000to68250000,2.0,3.5,2TnG
chr12_73590000to73600000andchr12_73620000to73630000,2.0,3.0,2TnG
chr10_68240000to68250000andchr10_68270000to68280000,2.0,3.0,2TnG
chr10_75290000to75300000andchr10_75440000to75450000,2.0,0.0,2TnG
chr12_69350000to69360000andchr12_69360000to69370000,2.0,0.0,2TnG
chr16_49850000to49860000andchr16_49880000to49890000,2.0,2.0,2TnG
chr8_123000000to123010000andchr8_123030000to123040000,2.0,2.5,2TnG
chr9_32740000to32750000andchr9_32910000to32920000,2.0,0.0,2TnG
chr4_59250000to59260000andchr4_59320000to59330000,2.0,1.5,2TnG
chr5_107710000to107720000andchr5_107720000to107730000,2.0,3.0,2TnG
chr5_65920000to65930000andchr5_65950000to65960000,2.0,2.5,2TnG
chr5_64680000to64690000andchr5_64770000to64780000,2.0,0.0,2TnG
chr5_64490000to64500000andchr5_64770000to64780000,2.0,0.0,2TnG
chr4_136060000to136070000andchr4_136140000to136150000,2.0,0.0,2TnG
chr4_117200000to117210000andchr4_117210000to117220000,2.0,5.0,2TnG
chr4_117180000to117190000andchr4_117200000to117210000,2.0,0.0,2TnG
chr4_107890000to107900000andchr4_108070000to108080000,2.0,0.0,2TnG
chr4_59170000to59180000andchr4_59250000to59260000,2.0,0.0,2TnG
chr7_78850000to78860000andchr7_78890000to78900000,2.0,0.0,2TnG
chr4_43900000to43910000andchr4_44170000to44180000,2.0,0.0,2TnG
chr4_40780000to40790000andchr4_40870000to40880000,2.0,0.0,2TnG
chr4_19920000to19930000andchr4_19930000to19940000,2.0,3.0,2TnG
chr4_7450000to7460000andchr4_7460000to7470000,2.0,0.0,2TnG
chr3_142490000to142500000andchr3_142610000to142620000,2.0,0.0,2TnG
chr3_131010000to131020000andchr3_131150000to131160000,2.0,2.5,2TnG
chr3_130710000to130720000andchr3_130730000to130740000,2.0,2.5,2TnG
chr3_106940000to106950000andchr3_106960000to106970000,2.0,2.5,2TnG
chr5_115490000to115500000andchr5_115550000to115560000,2.0,2.0,2TnG
chr5_122220000to122230000andchr5_122290000to122300000,2.0,1.5,2TnG
chr5_122290000to122300000andchr5_122350000to122360000,2.0,2.0,2TnG
chr5_123220000to123230000andchr5_123240000to123250000,2.0,0.0,2TnG
chr7_75650000to75660000andchr7_75680000to75690000,2.0,3.5,2TnG
chr7_73520000to73530000andchr7_73610000to73620000,2.0,0.0,2TnG
chr7_68250000to68260000andchr7_68280000to68290000,2.0,1.5,2TnG
chr7_68250000to68260000andchr7_68260000to68270000,2.0,4.0,2TnG
chr7_25680000to25690000andchr7_25750000to25760000,2.0,0.0,2TnG
chr7_16280000to16290000andchr7_16290000to16300000,2.0,1.5,2TnG
chr7_4860000to4870000andchr7_4880000to4890000,2.0,0.0,2TnG
chr6_108530000to108540000andchr6_108550000to108560000,2.0,1.5,2TnG
chr6_108500000to108510000andchr6_108550000to108560000,2.0,0.0,2TnG
chr6_108290000to108300000andchr6_108300000to108310000,2.0,2.0,2TnG
chr6_99390000to99400000andchr6_99430000to99440000,2.0,0.0,2TnG
chr6_99370000to99380000andchr6_99430000to99440000,2.0,0.0,2TnG
chr6_99370000to99380000andchr6_99390000to99400000,2.0,2.0,2TnG
chr6_87500000to87510000andchr6_87540000to87550000,2.0,0.0,2TnG
chr6_70800000to70810000andchr6_70840000to70850000,2.0,0.0,2TnG
chr6_31120000to31130000andchr6_31180000to31190000,2.0,0.0,2TnG
chr5_124030000to124040000andchr5_124070000to124080000,2.0,2.5,2TnG
chr3_103860000to103870000andchr3_103880000to103890000,2.0,1.5,2TnG
chr3_103850000to103860000andchr3_103880000to103890000,2.0,0.0,2TnG
chr3_103850000to103860000andchr3_103860000to103870000,2.0,3.0,2TnG
chr2_11620000to11630000andchr2_11650000to11660000,2.0,2.0,2TnG
chr1_180350000to180360000andchr1_180360000to180370000,2.0,0.0,2TnG
chr1_180330000to180340000andchr1_180380000to180390000,2.0,0.0,2TnG
chr1_180330000to180340000andchr1_180360000to180370000,2.0,2.5,2TnG
chr1_178310000to178320000andchr1_178400000to178410000,2.0,1.5,2TnG
chr1_171910000to171920000andchr1_171920000to171930000,2.0,2.0,2TnG
chr1_165660000to165670000andchr1_165700000to165710000,2.0,1.5,2TnG
chr1_161750000to161760000andchr1_161880000to161890000,2.0,0.0,2TnG
chr1_144270000to144280000andchr1_144300000to144310000,2.0,0.0,2TnG
chr1_144240000to144250000andchr1_144270000to144280000,2.0,0.0,2TnG
chr1_138170000to138180000andchr1_138300000to138310000,2.0,2.5,2TnG
chr1_127210000to127220000andchr1_127240000to127250000,2.0,3.0,2TnG
chr1_88640000to88650000andchr1_88700000to88710000,2.0,0.0,2TnG
chr1_80720000to80730000andchr1_80740000to80750000,2.0,2.5,2TnG
chr1_60870000to60880000andchr1_60910000to60920000,2.0,1.5,2TnG
chr1_53850000to53860000andchr1_53870000to53880000,2.0,2.0,2TnG
chr1_53770000to53780000andchr1_53870000to53880000,2.0,1.5,2TnG
chr1_52000000to52010000andchr1_52020000to52030000,2.0,2.0,2TnG
chr1_180360000to180370000andchr1_180400000to180410000,2.0,1.5,2TnG
chr2_11630000to11640000andchr2_11650000to11660000,2.0,3.5,2TnG
chr3_103780000to103790000andchr3_103850000to103860000,2.0,0.0,2TnG
chr2_24900000to24910000andchr2_24930000to24940000,2.0,0.0,2TnG
chr3_103750000to103760000andchr3_103780000to103790000,2.0,0.0,2TnG
chr3_103170000to103180000andchr3_103200000to103210000,2.0,2.5,2TnG
chr3_102710000to102720000andchr3_102730000to102740000,2.0,1.5,2TnG
chr3_95750000to95760000andchr3_95810000to95820000,2.0,0.0,2TnG
chr3_95720000to95730000andchr3_95740000to95750000,2.0,0.0,2TnG
chr3_95620000to95630000andchr3_95670000to95680000,2.0,0.0,2TnG
chr3_95580000to95590000andchr3_95670000to95680000,2.0,0.0,2TnG
chr3_52670000to52680000andchr3_52840000to52850000,2.0,0.0,2TnG
chr3_52610000to52620000andchr3_52670000to52680000,2.0,0.0,2TnG
chr3_36850000to36860000andchr3_36860000to36870000,2.0,0.0,2TnG
chr2_172990000to173000000andchr2_173080000to173090000,2.0,4.5,2TnG
chr2_158690000to158700000andchr2_158710000to158720000,2.0,2.5,2TnG
chr2_157120000to157130000andchr2_157200000to157210000,2.0,3.0,2TnG
chr2_128290000to128300000andchr2_128370000to128380000,2.0,0.0,2TnG
chr2_58170000to58180000andchr2_58180000to58190000,2.0,4.5,2TnG
chr2_58150000to58160000andchr2_58170000to58180000,2.0,3.5,2TnG
chr2_43730000to43740000andchr2_43900000to43910000,2.0,0.0,2TnG
chr7_75780000to75790000andchr7_75800000to75810000,2.0,0.0,2TnG
chrX_48140000to48150000andchrX_48250000to48260000,2.0,0.0,2TnG
chr8_122910000to122920000andchr8_123040000to123050000,2.0,1.5,2TnG
chr8_72340000to72350000andchr8_72360000to72370000,2.0,3.0,2TnG
chr9_32610000to32620000andchr9_32690000to32700000,2.0,4.5,2TnG
chr9_32590000to32600000andchr9_32930000to32940000,2.0,1.5,2TnG
chr8_46750000to46760000andchr8_46940000to46950000,2.0,0.0,2TnG
chr8_122930000to122940000andchr8_123020000to123030000,2.0,0.0,2TnG
chr8_46680000to46690000andchr8_46940000to46950000,2.0,3.0,2TnG
chr9_32590000to32600000andchr9_32720000to32730000,2.0,0.0,2TnG
chr7_104290000to104300000andchr7_104310000to104320000,2.0,0.0,2TnG
chr8_34100000to34110000andchr8_34140000to34150000,2.0,0.0,2TnG
chr9_32690000to32700000andchr9_32920000to32930000,2.0,0.0,2TnG
chr7_102260000to102270000andchr7_102330000to102340000,2.0,1.5,2TnG
chr7_102250000to102260000andchr7_102330000to102340000,2.0,0.0,2TnG
chr8_122910000to122920000andchr8_122930000to122940000,2.0,3.0,2TnG
chr8_111570000to111580000andchr8_111590000to111600000,2.0,4.5,2TnG
chr9_32610000to32620000andchr9_32930000to32940000,2.0,0.0,2TnG
chr7_141040000to141050000andchr7_141090000to141100000,2.0,0.0,2TnG
chr8_126580000to126590000andchr8_126850000to126860000,2.0,0.0,2TnG
chr8_81550000to81560000andchr8_81760000to81770000,2.0,0.0,2TnG
chr9_32720000to32730000andchr9_32740000to32750000,2.0,2.0,2TnG
chr7_101310000to101320000andchr7_101370000to101380000,2.0,2.5,2TnG
chr8_126660000to126670000andchr8_126830000to126840000,2.0,0.0,2TnG
chr8_126660000to126670000andchr8_126860000to126870000,2.0,3.0,2TnG
chr16_23170000to23180000andchr16_23280000to23290000,1.5,0.0,2TnG
chr3_51630000to51640000andchr3_51650000to51660000,1.5,0.0,2TnG
chr3_52250000to52260000andchr3_52840000to52850000,1.5,0.0,2TnG
chr8_122930000to122940000andchr8_123040000to123050000,1.5,2.5,2TnG
chr3_30600000to30610000andchr3_31090000to31100000,1.5,0.0,2TnG
chr8_126580000to126590000andchr8_126830000to126840000,1.5,0.0,2TnG
chr15_80710000to80720000andchr15_80800000to80810000,1.5,0.0,2TnG
chr3_60410000to60420000andchr3_60510000to60520000,1.5,0.0,2TnG
chr15_60110000to60120000andchr15_60140000to60150000,1.5,3.0,2TnG
chr3_60480000to60490000andchr3_60510000to60520000,1.5,2.0,2TnG
chr15_60090000to60100000andchr15_60130000to60140000,1.5,0.0,2TnG
chr3_60410000to60420000andchr3_60480000to60490000,1.5,0.0,2TnG
chr9_116110000to116120000andchr9_116170000to116180000,1.5,2.0,2TnG
chr8_123000000to123010000andchr8_123040000to123050000,1.5,1.5,2TnG
chr15_99000000to99010000andchr15_99010000to99020000,1.5,3.5,2TnG
chr15_80740000to80750000andchr15_80800000to80810000,1.5,0.0,2TnG
chr16_23140000to23150000andchr16_23230000to23240000,1.5,0.0,2TnG
chr3_36840000to36850000andchr3_36860000to36870000,1.5,1.5,2TnG
chr16_23080000to23090000andchr16_23370000to23380000,1.5,0.0,2TnG
chr15_81460000to81470000andchr15_81530000to81540000,1.5,0.0,2TnG
chr15_96540000to96550000andchr15_96630000to96640000,1.5,0.0,2TnG
chr3_68960000to68970000andchr3_68970000to68980000,1.5,2.0,2TnG
chr15_96590000to96600000andchr15_96630000to96640000,1.5,1.5,2TnG
chr15_96590000to96600000andchr15_96640000to96650000,1.5,1.5,2TnG
chr2_173010000to173020000andchr2_173080000to173090000,1.5,0.0,2TnG
chr3_31050000to31060000andchr3_31090000to31100000,1.5,2.0,2TnG
chr15_97460000to97470000andchr15_97470000to97480000,1.5,0.0,2TnG
chr15_96540000to96550000andchr15_96640000to96650000,1.5,2.5,2TnG
chr7_80180000to80190000andchr7_80410000to80420000,1.5,0.0,2TnG
chr15_55850000to55860000andchr15_55890000to55900000,1.5,0.0,2TnG
chr3_103370000to103380000andchr3_103380000to103390000,1.5,0.0,2TnG
chr3_103380000to103390000andchr3_103780000to103790000,1.5,1.5,2TnG
chr14_54210000to54220000andchr14_54230000to54240000,1.5,3.0,2TnG
chr10_13960000to13970000andchr10_14110000to14120000,1.5,0.0,2TnG
chr14_27370000to27380000andchr14_27400000to27410000,1.5,2.0,2TnG
chr8_95080000to95090000andchr8_95240000to95250000,1.5,0.0,2TnG
chr10_13990000to14000000andchr10_14110000to14120000,1.5,0.0,2TnG
chr3_106780000to106790000andchr3_107040000to107050000,1.5,0.0,2TnG
chr14_27350000to27360000andchr14_27370000to27380000,1.5,1.5,2TnG
chr14_27340000to27350000andchr14_27380000to27390000,1.5,2.5,2TnG
chr3_115620000to115630000andchr3_115970000to115980000,1.5,0.0,2TnG
chr13_117210000to117220000andchr13_117240000to117250000,1.5,0.0,2TnG
chr3_115670000to115680000andchr3_115800000to115810000,1.5,3.5,2TnG
chr3_115670000to115680000andchr3_115970000to115980000,1.5,0.0,2TnG
chr3_126590000to126600000andchr3_126660000to126670000,1.5,0.0,2TnG
chr13_109230000to109240000andchr13_109540000to109550000,1.5,0.0,2TnG
chr8_81500000to81510000andchr8_81770000to81780000,1.5,1.5,2TnG
chr3_130730000to130740000andchr3_131140000to131150000,1.5,0.0,2TnG
chr3_103380000to103390000andchr3_103750000to103760000,1.5,0.0,2TnG
chr14_61550000to61560000andchr14_61590000to61600000,1.5,0.0,2TnG
chr3_88420000to88430000andchr3_88450000to88460000,1.5,0.0,2TnG
chr3_103170000to103180000andchr3_103380000to103390000,1.5,0.0,2TnG
chr3_93500000to93510000andchr3_93550000to93560000,1.5,0.0,2TnG
chr15_12160000to12170000andchr15_12220000to12230000,1.5,0.0,2TnG
chr3_95520000to95530000andchr3_95660000to95670000,1.5,0.0,2TnG
chr2_153340000to153350000andchr2_153370000to153380000,1.5,0.0,2TnG
chr10_12810000to12820000andchr10_12860000to12870000,1.5,2.0,2TnG
chr14_121930000to121940000andchr14_122050000to122060000,1.5,1.5,2TnG
chr3_95670000to95680000andchr3_95750000to95760000,1.5,0.0,2TnG
chr8_122910000to122920000andchr8_123030000to123040000,1.5,3.5,2TnG
chr14_117980000to117990000andchr14_118010000to118020000,1.5,0.0,2TnG
chr3_95740000to95750000andchr3_95810000to95820000,1.5,0.0,2TnG
chr10_13960000to13970000andchr10_14040000to14050000,1.5,1.5,2TnG
